#step: creations deletions netto
318500: 99 133 -34
318600: 120 133 -13
318700: 129 130 -1
318800: 115 137 -22
318900: 110 140 -30
319000: 104 118 -14
319100: 120 111 9
319200: 111 133 -22
319300: 135 138 -3
319400: 114 133 -19
319500: 118 106 12
319600: 131 121 10
319700: 108 124 -16
319800: 127 110 17
319900: 132 150 -18
320000: 110 122 -12
320100: 113 125 -12
320200: 124 118 6
320300: 119 139 -20
320400: 121 127 -6
320500: 124 132 -8
320600: 124 149 -25
320700: 125 134 -9
320800: 126 138 -12
320900: 118 126 -8
321000: 104 129 -25
321100: 134 118 16
321200: 107 138 -31
321300: 105 127 -22
321400: 102 149 -47
321500: 125 130 -5
321600: 111 133 -22
321700: 126 142 -16
321800: 104 135 -31
321900: 120 129 -9
322000: 103 121 -18
322100: 132 145 -13
322200: 104 126 -22
322300: 115 143 -28
322400: 111 133 -22
322500: 136 143 -7
322600: 99 119 -20
322700: 126 134 -8
322800: 118 137 -19
322900: 117 149 -32
323000: 97 115 -18
323100: 118 126 -8
323200: 105 129 -24
323300: 127 140 -13
323400: 123 132 -9
323500: 121 139 -18
323600: 114 114 0
323700: 135 132 3
323800: 126 130 -4
323900: 125 136 -11
324000: 109 138 -29
324100: 113 136 -23
324200: 101 125 -24
324300: 106 142 -36
324400: 120 130 -10
324500: 137 165 -28
324600: 115 138 -23
324700: 124 143 -19
324800: 120 132 -12
324900: 118 129 -11
325000: 125 134 -9
325100: 120 138 -18
325200: 127 105 22
325300: 127 127 0
325400: 130 128 2
325500: 130 133 -3
325600: 138 143 -5
325700: 110 132 -22
325800: 127 118 9
325900: 129 129 0
326000: 138 155 -17
326100: 116 118 -2
326200: 128 145 -17
326300: 121 122 -1
326400: 125 141 -16
326500: 139 135 4
326600: 134 143 -9
326700: 145 134 11
326800: 138 134 4
326900: 144 127 17
327000: 120 122 -2
327100: 112 140 -28
327200: 132 123 9
327300: 124 137 -13
327400: 151 138 13
327500: 130 128 2
327600: 147 129 18
327700: 125 111 14
327800: 139 122 17
327900: 131 136 -5
328000: 144 141 3
328100: 152 152 0
328200: 125 123 2
328300: 137 125 12
328400: 149 124 25
328500: 140 131 9
328600: 132 147 -15
328700: 138 131 7
328800: 136 127 9
328900: 136 113 23
329000: 151 121 30
329100: 134 108 26
329200: 140 133 7
329300: 146 129 17
329400: 143 140 3
329500: 131 128 3
329600: 146 126 20
329700: 157 159 -2
329800: 147 110 37
329900: 148 139 9
330000: 161 134 27
330100: 145 111 34
330200: 144 129 15
330300: 150 115 35
330400: 154 123 31
330500: 151 117 34
330600: 144 133 11
330700: 140 128 12
330800: 135 119 16
330900: 148 103 45
331000: 126 127 -1
331100: 152 139 13
331200: 134 114 20
331300: 147 126 21
331400: 139 107 32
331500: 149 116 33
331600: 150 126 24
331700: 143 124 19
331800: 172 132 40
331900: 165 131 34
332000: 146 120 26
332100: 154 138 16
332200: 119 97 22
332300: 141 122 19
332400: 132 100 32
332500: 136 109 27
332600: 167 136 31
332700: 157 120 37
332800: 152 105 47
332900: 143 131 12
333000: 145 103 42
333100: 125 111 14
333200: 141 136 5
333300: 149 94 55
333400: 138 106 32
333500: 136 109 27
333600: 151 125 26
333700: 116 97 19
333800: 150 120 30
333900: 127 110 17
334000: 151 123 28
334100: 154 125 29
334200: 135 129 6
334300: 149 118 31
334400: 138 133 5
334500: 126 99 27
334600: 154 120 34
334700: 158 116 42
334800: 142 118 24
334900: 160 146 14
335000: 130 121 9
335100: 112 117 -5
335200: 125 124 1
335300: 160 110 50
335400: 121 104 17
335500: 100 118 -18
335600: 126 106 20
335700: 123 117 6
335800: 145 113 32
335900: 119 92 27
336000: 129 111 18
336100: 153 118 35
336200: 131 115 16
336300: 134 100 34
336400: 135 107 28
336500: 107 118 -11
336600: 135 113 22
336700: 141 123 18
336800: 104 110 -6
336900: 131 116 15
337000: 122 121 1
337100: 130 113 17
337200: 132 113 19
337300: 152 108 44
337400: 134 98 36
337500: 147 112 35
337600: 149 113 36
337700: 121 138 -17
337800: 136 141 -5
337900: 151 100 51
338000: 124 111 13
338100: 136 111 25
338200: 126 124 2
338300: 121 128 -7
338400: 110 124 -14
338500: 114 126 -12
338600: 128 116 12
338700: 127 122 5
338800: 128 130 -2
338900: 128 123 5
339000: 125 115 10
339100: 119 110 9
339200: 127 117 10
339300: 125 123 2
339400: 135 124 11
339500: 116 120 -4
339600: 138 128 10
339700: 132 132 0
339800: 108 136 -28
339900: 127 126 1
340000: 125 113 12
340100: 128 126 2
340200: 119 113 6
340300: 138 133 5
340400: 131 139 -8
340500: 115 126 -11
340600: 126 119 7
340700: 127 135 -8
340800: 118 129 -11
340900: 135 123 12
341000: 135 127 8
341100: 130 124 6
341200: 129 122 7
341300: 131 136 -5
341400: 125 111 14
341500: 122 127 -5
341600: 123 138 -15
341700: 159 141 18
341800: 120 123 -3
341900: 132 123 9
342000: 116 135 -19
342100: 130 143 -13
342200: 117 154 -37
342300: 134 156 -22
342400: 134 129 5
342500: 127 139 -12
342600: 127 130 -3
342700: 127 124 3
342800: 135 158 -23
342900: 113 126 -13
343000: 125 139 -14
343100: 122 147 -25
343200: 120 116 4
343300: 125 125 0
343400: 125 150 -25
343500: 132 125 7
343600: 121 119 2
343700: 115 121 -6
343800: 149 148 1
343900: 117 140 -23
344000: 148 136 12
344100: 121 133 -12
344200: 123 140 -17
344300: 133 150 -17
344400: 141 160 -19
344500: 135 137 -2
344600: 112 134 -22
344700: 129 147 -18
344800: 141 138 3
344900: 129 139 -10
345000: 127 145 -18
345100: 113 145 -32
345200: 142 164 -22
345300: 144 163 -19
345400: 128 155 -27
345500: 149 152 -3
345600: 141 143 -2
345700: 152 163 -11
345800: 119 132 -13
345900: 138 159 -21
346000: 114 136 -22
346100: 132 134 -2
346200: 124 148 -24
346300: 139 167 -28
346400: 140 159 -19
346500: 143 159 -16
346600: 125 138 -13
346700: 138 174 -36
346800: 119 149 -30
346900: 139 159 -20
347000: 152 151 1
347100: 135 157 -22
347200: 138 137 1
347300: 125 133 -8
347400: 139 125 14
347500: 148 160 -12
347600: 143 145 -2
347700: 131 156 -25
347800: 136 134 2
347900: 139 144 -5
348000: 133 164 -31
348100: 144 149 -5
348200: 133 147 -14
348300: 146 164 -18
348400: 138 134 4
348500: 126 146 -20
348600: 137 143 -6
348700: 146 155 -9
348800: 112 132 -20
348900: 146 151 -5
349000: 135 159 -24
349100: 143 147 -4
349200: 139 162 -23
349300: 133 159 -26
349400: 149 148 1
349500: 135 145 -10
349600: 162 147 15
349700: 138 139 -1
349800: 134 147 -13
349900: 132 155 -23
350000: 121 156 -35
350100: 125 142 -17
350200: 145 134 11
350300: 150 165 -15
350400: 127 168 -41
350500: 143 175 -32
350600: 151 154 -3
350700: 151 138 13
350800: 147 139 8
350900: 133 149 -16
351000: 129 169 -40
351100: 122 151 -29
351200: 125 122 3
351300: 120 141 -21
351400: 136 156 -20
351500: 133 160 -27
351600: 154 160 -6
351700: 141 162 -21
351800: 143 142 1
351900: 119 138 -19
352000: 140 177 -37
352100: 144 139 5
352200: 129 136 -7
352300: 128 143 -15
352400: 137 123 14
352500: 118 127 -9
352600: 129 132 -3
352700: 135 163 -28
352800: 145 143 2
352900: 153 148 5
353000: 143 141 2
353100: 137 146 -9
353200: 148 140 8
353300: 156 151 5
353400: 162 145 17
353500: 151 140 11
353600: 143 127 16
353700: 150 119 31
353800: 125 128 -3
353900: 138 135 3
354000: 120 136 -16
354100: 142 140 2
354200: 153 134 19
354300: 165 139 26
354400: 125 145 -20
354500: 158 141 17
354600: 150 113 37
354700: 145 142 3
354800: 137 120 17
354900: 139 123 16
355000: 133 125 8
355100: 140 140 0
355200: 144 136 8
355300: 139 130 9
355400: 136 133 3
355500: 130 124 6
355600: 157 140 17
355700: 144 142 2
355800: 123 141 -18
355900: 140 117 23
356000: 142 135 7
356100: 139 137 2
356200: 127 126 1
356300: 146 125 21
356400: 148 154 -6
356500: 159 152 7
356600: 141 108 33
356700: 144 133 11
356800: 121 110 11
356900: 137 141 -4
357000: 124 136 -12
357100: 140 131 9
357200: 145 126 19
357300: 127 137 -10
357400: 139 134 5
357500: 139 148 -9
357600: 169 129 40
357700: 123 137 -14
357800: 132 125 7
357900: 124 122 2
358000: 130 121 9
358100: 113 141 -28
358200: 145 114 31
358300: 144 129 15
358400: 142 146 -4
358500: 121 133 -12
358600: 128 132 -4
358700: 107 123 -16
358800: 113 116 -3
358900: 158 145 13
359000: 125 135 -10
359100: 142 134 8
359200: 108 121 -13
359300: 147 141 6
359400: 129 129 0
359500: 135 131 4
359600: 132 112 20
359700: 149 125 24
359800: 150 147 3
359900: 116 117 -1
360000: 131 113 18
360100: 136 132 4
360200: 131 135 -4
360300: 137 121 16
360400: 144 125 19
360500: 113 126 -13
360600: 156 145 11
360700: 118 118 0
360800: 128 107 21
360900: 127 141 -14
361000: 130 143 -13
361100: 144 133 11
361200: 123 117 6
361300: 115 115 0
361400: 137 118 19
361500: 131 139 -8
361600: 114 132 -18
361700: 127 143 -16
361800: 155 132 23
361900: 153 136 17
362000: 111 129 -18
362100: 109 124 -15
362200: 106 104 2
362300: 124 137 -13
362400: 110 114 -4
362500: 140 138 2
362600: 129 101 28
362700: 106 141 -35
362800: 109 128 -19
362900: 137 148 -11
363000: 105 115 -10
363100: 118 133 -15
363200: 125 128 -3
363300: 124 145 -21
363400: 105 109 -4
363500: 124 136 -12
363600: 128 155 -27
363700: 119 155 -36
363800: 106 138 -32
363900: 110 133 -23
364000: 134 143 -9
364100: 132 147 -15
364200: 122 133 -11
364300: 111 146 -35
364400: 159 139 20
364500: 152 145 7
364600: 133 157 -24
364700: 135 141 -6
364800: 113 135 -22
364900: 120 141 -21
365000: 129 138 -9
365100: 127 135 -8
365200: 119 132 -13
365300: 131 148 -17
365400: 114 130 -16
365500: 128 138 -10
365600: 158 146 12
365700: 129 133 -4
365800: 119 139 -20
365900: 121 142 -21
366000: 123 146 -23
366100: 131 140 -9
366200: 121 148 -27
366300: 136 152 -16
366400: 135 171 -36
366500: 134 141 -7
366600: 122 138 -16
366700: 116 119 -3
366800: 125 149 -24
366900: 112 139 -27
367000: 136 126 10
367100: 133 174 -41
367200: 138 123 15
367300: 137 166 -29
367400: 134 144 -10
367500: 124 143 -19
367600: 118 138 -20
367700: 128 127 1
367800: 117 133 -16
367900: 140 141 -1
368000: 109 151 -42
368100: 143 142 1
368200: 121 136 -15
368300: 123 135 -12
368400: 139 134 5
368500: 154 131 23
368600: 120 130 -10
368700: 114 130 -16
368800: 138 149 -11
368900: 118 137 -19
369000: 110 123 -13
369100: 120 114 6
369200: 134 134 0
369300: 110 125 -15
369400: 130 126 4
369500: 124 126 -2
369600: 113 132 -19
369700: 131 127 4
369800: 133 146 -13
369900: 132 147 -15
370000: 147 137 10
370100: 128 123 5
370200: 117 146 -29
370300: 133 130 3
370400: 131 147 -16
370500: 130 134 -4
370600: 123 125 -2
370700: 149 146 3
370800: 111 124 -13
370900: 126 138 -12
371000: 148 128 20
371100: 129 138 -9
371200: 128 151 -23
371300: 158 127 31
371400: 152 158 -6
371500: 131 148 -17
371600: 120 154 -34
371700: 122 138 -16
371800: 113 139 -26
371900: 111 120 -9
372000: 127 145 -18
372100: 107 138 -31
372200: 132 146 -14
372300: 112 122 -10
372400: 133 122 11
372500: 119 131 -12
372600: 127 158 -31
372700: 141 156 -15
372800: 116 129 -13
372900: 134 154 -20
373000: 123 136 -13
373100: 144 152 -8
373200: 136 140 -4
373300: 126 137 -11
373400: 159 150 9
373500: 133 142 -9
373600: 111 126 -15
373700: 143 140 3
373800: 126 137 -11
373900: 128 136 -8
374000: 126 142 -16
374100: 126 124 2
374200: 120 147 -27
374300: 135 139 -4
374400: 134 142 -8
374500: 111 130 -19
374600: 126 117 9
374700: 137 138 -1
374800: 128 136 -8
374900: 148 148 0
375000: 122 132 -10
375100: 142 143 -1
375200: 144 119 25
375300: 118 113 5
375400: 147 122 25
375500: 140 120 20
375600: 147 128 19
375700: 139 146 -7
375800: 151 129 22
375900: 140 150 -10
376000: 134 115 19
376100: 153 134 19
376200: 140 125 15
376300: 148 122 26
376400: 138 131 7
376500: 175 141 34
376600: 163 134 29
376700: 159 140 19
376800: 143 112 31
376900: 148 114 34
377000: 151 113 38
377100: 124 123 1
377200: 140 122 18
377300: 151 129 22
377400: 164 104 60
377500: 156 119 37
377600: 141 120 21
377700: 147 126 21
377800: 154 113 41
377900: 149 109 40
378000: 145 116 29
378100: 162 126 36
378200: 164 125 39
378300: 148 105 43
378400: 146 128 18
378500: 146 95 51
378600: 135 102 33
378700: 145 109 36
378800: 158 124 34
378900: 141 112 29
379000: 146 114 32
379100: 143 134 9
379200: 150 109 41
379300: 149 107 42
379400: 161 95 66
379500: 158 126 32
379600: 147 122 25
379700: 153 135 18
379800: 158 130 28
379900: 120 120 0
380000: 161 117 44
380100: 156 126 30
380200: 155 113 42
380300: 154 112 42
380400: 142 112 30
380500: 150 105 45
380600: 171 122 49
380700: 178 118 60
380800: 141 106 35
380900: 114 114 0
381000: 126 107 19
381100: 158 139 19
381200: 162 112 50
381300: 158 108 50
381400: 120 109 11
381500: 155 120 35
381600: 123 106 17
381700: 139 117 22
381800: 158 117 41
381900: 133 115 18
382000: 135 109 26
382100: 142 116 26
382200: 126 129 -3
382300: 149 115 34
382400: 147 106 41
382500: 115 108 7
382600: 153 130 23
382700: 140 128 12
382800: 131 121 10
382900: 129 106 23
383000: 137 127 10
383100: 137 114 23
383200: 138 108 30
383300: 142 124 18
383400: 113 95 18
383500: 127 128 -1
383600: 111 119 -8
383700: 142 112 30
383800: 131 106 25
383900: 126 124 2
384000: 138 132 6
384100: 147 120 27
384200: 145 129 16
384300: 125 94 31
384400: 135 118 17
384500: 130 107 23
384600: 132 121 11
384700: 117 113 4
384800: 136 114 22
384900: 144 130 14
385000: 120 114 6
385100: 133 124 9
385200: 155 123 32
385300: 131 127 4
385400: 137 132 5
385500: 125 114 11
385600: 148 123 25
385700: 134 126 8
385800: 126 116 10
385900: 147 132 15
386000: 107 122 -15
386100: 114 121 -7
386200: 144 128 16
386300: 126 122 4
386400: 127 130 -3
386500: 118 110 8
386600: 119 146 -27
386700: 119 114 5
386800: 144 148 -4
386900: 137 135 2
387000: 111 121 -10
387100: 120 117 3
387200: 136 159 -23
387300: 121 135 -14
387400: 131 141 -10
387500: 119 124 -5
387600: 135 123 12
387700: 124 119 5
387800: 136 141 -5
387900: 139 123 16
388000: 113 117 -4
388100: 127 120 7
388200: 130 127 3
388300: 140 159 -19
388400: 136 133 3
388500: 111 123 -12
388600: 129 120 9
388700: 116 118 -2
388800: 133 128 5
388900: 127 137 -10
389000: 144 136 8
389100: 126 152 -26
389200: 138 154 -16
389300: 144 123 21
389400: 147 140 7
389500: 122 148 -26
389600: 139 136 3
389700: 133 134 -1
389800: 107 133 -26
389900: 127 115 12
390000: 139 133 6
390100: 127 139 -12
390200: 126 154 -28
390300: 108 134 -26
390400: 139 144 -5
390500: 99 131 -32
390600: 150 150 0
390700: 116 131 -15
390800: 120 141 -21
390900: 112 122 -10
391000: 133 144 -11
391100: 141 133 8
391200: 128 138 -10
391300: 138 131 7
391400: 142 138 4
391500: 130 160 -30
391600: 130 144 -14
391700: 142 125 17
391800: 144 143 1
391900: 115 131 -16
392000: 115 129 -14
392100: 139 160 -21
392200: 132 135 -3
392300: 150 140 10
392400: 145 159 -14
392500: 136 146 -10
392600: 126 146 -20
392700: 118 131 -13
392800: 130 137 -7
392900: 131 154 -23
393000: 119 139 -20
393100: 132 144 -12
393200: 147 151 -4
393300: 108 146 -38
393400: 134 153 -19
393500: 131 131 0
393600: 130 145 -15
393700: 133 134 -1
393800: 127 165 -38
393900: 121 146 -25
394000: 129 170 -41
394100: 120 144 -24
394200: 122 131 -9
394300: 125 161 -36
394400: 107 125 -18
394500: 132 129 3
394600: 126 160 -34
394700: 127 148 -21
394800: 135 133 2
394900: 138 152 -14
395000: 125 151 -26
395100: 134 163 -29
395200: 135 170 -35
395300: 140 174 -34
395400: 139 146 -7
395500: 136 159 -23
395600: 118 154 -36
395700: 129 153 -24
395800: 118 145 -27
395900: 141 146 -5
396000: 130 151 -21
396100: 153 166 -13
396200: 135 147 -12
396300: 141 148 -7
396400: 131 141 -10
396500: 131 143 -12
396600: 137 162 -25
396700: 120 149 -29
396800: 159 138 21
396900: 106 131 -25
397000: 130 144 -14
397100: 143 139 4
397200: 130 161 -31
397300: 147 159 -12
397400: 141 142 -1
397500: 137 142 -5
397600: 120 147 -27
397700: 119 138 -19
397800: 134 153 -19
397900: 133 173 -40
398000: 128 167 -39
398100: 145 149 -4
398200: 118 158 -40
398300: 135 146 -11
398400: 133 156 -23
398500: 129 141 -12
398600: 123 152 -29
398700: 137 152 -15
398800: 115 144 -29
398900: 125 131 -6
399000: 140 170 -30
399100: 120 151 -31
399200: 142 141 1
399300: 121 136 -15
399400: 124 146 -22
399500: 141 154 -13
399600: 142 115 27
399700: 134 161 -27
399800: 161 154 7
399900: 142 161 -19
400000: 121 132 -11
400100: 144 148 -4
400200: 138 141 -3
400300: 166 150 16
400400: 140 173 -33
400500: 127 180 -53
400600: 153 208 -55
400700: 151 204 -53
400800: 143 252 -109
400900: 123 245 -122
401000: 153 255 -102
401100: 127 268 -141
401200: 111 220 -109
401300: 145 262 -117
401400: 141 265 -124
401500: 122 227 -105
401600: 147 258 -111
401700: 118 219 -101
401800: 136 233 -97
401900: 133 232 -99
402000: 146 275 -129
402100: 141 219 -78
402200: 127 236 -109
402300: 132 215 -83
402400: 133 202 -69
402500: 108 215 -107
402600: 140 221 -81
402700: 120 222 -102
402800: 133 221 -88
402900: 127 201 -74
403000: 124 211 -87
403100: 150 230 -80
403200: 131 228 -97
403300: 116 194 -78
403400: 117 184 -67
403500: 133 178 -45
403600: 134 198 -64
403700: 134 190 -56
403800: 129 198 -69
403900: 112 185 -73
404000: 129 154 -25
404100: 120 166 -46
404200: 136 198 -62
404300: 116 170 -54
404400: 137 166 -29
404500: 128 184 -56
404600: 132 192 -60
404700: 127 165 -38
404800: 108 167 -59
404900: 141 161 -20
405000: 124 148 -24
405100: 128 168 -40
405200: 106 140 -34
405300: 140 172 -32
405400: 141 172 -31
405500: 126 184 -58
405600: 138 143 -5
405700: 122 167 -45
405800: 124 140 -16
405900: 106 167 -61
406000: 122 136 -14
406100: 120 144 -24
406200: 145 147 -2
406300: 109 135 -26
406400: 125 133 -8
406500: 125 125 0
406600: 137 140 -3
406700: 131 155 -24
406800: 132 145 -13
406900: 125 140 -15
407000: 125 135 -10
407100: 115 120 -5
407200: 104 141 -37
407300: 115 121 -6
407400: 117 150 -33
407500: 117 124 -7
407600: 115 132 -17
407700: 96 133 -37
407800: 104 122 -18
407900: 123 99 24
408000: 129 120 9
408100: 109 123 -14
408200: 120 108 12
408300: 121 111 10
408400: 123 124 -1
408500: 126 112 14
408600: 129 128 1
408700: 124 121 3
408800: 114 118 -4
408900: 126 121 5
409000: 98 110 -12
409100: 107 119 -12
409200: 105 127 -22
409300: 104 113 -9
409400: 122 125 -3
409500: 107 102 5
409600: 132 123 9
409700: 109 105 4
409800: 114 104 10
409900: 114 115 -1
410000: 124 120 4
410100: 116 98 18
410200: 121 109 12
410300: 130 127 3
410400: 107 123 -16
410500: 96 94 2
410600: 141 116 25
410700: 131 111 20
410800: 135 118 17
410900: 116 113 3
411000: 121 108 13
411100: 126 115 11
411200: 114 103 11
411300: 110 101 9
411400: 118 105 13
411500: 118 109 9
411600: 97 100 -3
411700: 150 101 49
411800: 106 116 -10
411900: 124 113 11
412000: 105 103 2
412100: 121 128 -7
412200: 115 115 0
412300: 116 86 30
412400: 127 95 32
412500: 106 102 4
412600: 112 109 3
412700: 97 106 -9
412800: 120 104 16
412900: 127 102 25
413000: 130 123 7
413100: 133 96 37
413200: 132 95 37
413300: 140 107 33
413400: 130 122 8
413500: 127 105 22
413600: 103 95 8
413700: 115 104 11
413800: 119 91 28
413900: 112 98 14
414000: 145 108 37
414100: 127 115 12
414200: 126 102 24
414300: 115 98 17
414400: 113 92 21
414500: 137 111 26
414600: 145 107 38
414700: 130 101 29
414800: 133 122 11
414900: 125 87 38
415000: 130 104 26
415100: 127 116 11
415200: 139 90 49
415300: 137 99 38
415400: 152 99 53
415500: 120 94 26
415600: 111 101 10
415700: 128 107 21
415800: 130 93 37
415900: 144 112 32
416000: 134 86 48
416100: 106 103 3
416200: 125 113 12
416300: 132 117 15
416400: 165 99 66
416500: 121 84 37
416600: 161 119 42
416700: 152 116 36
416800: 132 94 38
416900: 147 108 39
417000: 128 92 36
417100: 145 84 61
417200: 139 120 19
417300: 137 112 25
417400: 139 112 27
417500: 145 130 15
417600: 150 106 44
417700: 150 111 39
417800: 126 91 35
417900: 123 92 31
418000: 125 111 14
418100: 147 91 56
418200: 141 103 38
418300: 173 127 46
418400: 159 106 53
418500: 146 117 29
418600: 142 104 38
418700: 151 113 38
418800: 161 104 57
418900: 145 100 45
419000: 152 102 50
419100: 136 117 19
419200: 146 115 31
419300: 148 105 43
419400: 158 116 42
419500: 157 99 58
419600: 141 102 39
419700: 139 90 49
419800: 166 106 60
419900: 139 96 43
420000: 132 94 38
420100: 153 115 38
420200: 138 131 7
420300: 163 93 70
420400: 188 130 58
420500: 147 112 35
420600: 157 121 36
420700: 158 131 27
420800: 142 112 30
420900: 133 99 34
421000: 143 87 56
421100: 158 126 32
421200: 161 114 47
421300: 140 93 47
421400: 137 107 30
421500: 154 112 42
421600: 152 150 2
421700: 143 110 33
421800: 134 87 47
421900: 144 113 31
422000: 150 89 61
422100: 153 121 32
422200: 135 87 48
422300: 140 100 40
422400: 148 97 51
422500: 155 107 48
422600: 145 117 28
422700: 161 132 29
422800: 152 114 38
422900: 157 113 44
423000: 144 91 53
423100: 142 107 35
423200: 152 123 29
423300: 134 109 25
423400: 145 102 43
423500: 168 104 64
423600: 134 102 32
423700: 162 103 59
423800: 169 113 56
423900: 149 110 39
424000: 144 117 27
424100: 154 122 32
424200: 157 105 52
424300: 136 101 35
424400: 140 119 21
424500: 131 116 15
424600: 144 124 20
424700: 127 115 12
424800: 161 114 47
424900: 142 110 32
425000: 138 120 18
425100: 144 123 21
425200: 144 109 35
425300: 135 122 13
425400: 133 117 16
425500: 149 113 36
425600: 136 135 1
425700: 137 93 44
425800: 141 101 40
425900: 149 108 41
426000: 132 133 -1
426100: 147 111 36
426200: 148 120 28
426300: 136 109 27
426400: 141 125 16
426500: 127 116 11
426600: 135 107 28
426700: 131 119 12
426800: 144 124 20
426900: 140 117 23
427000: 144 128 16
427100: 131 88 43
427200: 142 106 36
427300: 136 138 -2
427400: 121 110 11
427500: 138 124 14
427600: 135 132 3
427700: 133 128 5
427800: 112 123 -11
427900: 142 113 29
428000: 137 95 42
428100: 130 104 26
428200: 136 130 6
428300: 126 110 16
428400: 131 117 14
428500: 155 120 35
428600: 131 126 5
428700: 115 105 10
428800: 135 114 21
428900: 137 133 4
429000: 135 114 21
429100: 132 113 19
429200: 131 124 7
429300: 115 107 8
429400: 120 136 -16
429500: 114 127 -13
429600: 142 108 34
429700: 123 125 -2
429800: 121 125 -4
429900: 142 112 30
430000: 128 117 11
430100: 143 133 10
430200: 124 119 5
430300: 131 120 11
430400: 136 145 -9
430500: 133 114 19
430600: 143 142 1
430700: 118 113 5
430800: 124 129 -5
430900: 121 125 -4
431000: 136 121 15
431100: 143 121 22
431200: 140 135 5
431300: 133 142 -9
431400: 136 125 11
431500: 146 168 -22
431600: 118 117 1
431700: 152 135 17
431800: 133 154 -21
431900: 141 137 4
432000: 138 129 9
432100: 131 132 -1
432200: 151 122 29
432300: 115 118 -3
432400: 124 164 -40
432500: 110 112 -2
432600: 135 143 -8
432700: 112 134 -22
432800: 115 132 -17
432900: 119 138 -19
433000: 142 130 12
433100: 128 126 2
433200: 120 136 -16
433300: 127 121 6
433400: 139 131 8
433500: 137 119 18
433600: 113 147 -34
433700: 131 138 -7
433800: 151 138 13
433900: 102 113 -11
434000: 142 116 26
434100: 156 106 50
434200: 148 129 19
434300: 138 130 8
434400: 111 129 -18
434500: 118 122 -4
434600: 123 138 -15
434700: 117 122 -5
434800: 126 132 -6
434900: 130 137 -7
435000: 142 135 7
435100: 110 119 -9
435200: 119 130 -11
435300: 131 115 16
435400: 136 133 3
435500: 115 135 -20
435600: 131 152 -21
435700: 94 120 -26
435800: 136 129 7
435900: 128 125 3
436000: 141 125 16
436100: 126 129 -3
436200: 132 106 26
436300: 123 121 2
436400: 120 111 9
436500: 130 121 9
436600: 115 115 0
436700: 118 124 -6
436800: 98 111 -13
436900: 150 122 28
437000: 123 113 10
437100: 118 132 -14
437200: 137 137 0
437300: 132 137 -5
437400: 139 125 14
437500: 136 116 20
437600: 124 111 13
437700: 130 110 20
437800: 128 130 -2
437900: 135 121 14
438000: 136 115 21
438100: 122 115 7
438200: 136 123 13
438300: 108 114 -6
438400: 130 128 2
438500: 136 135 1
438600: 123 131 -8
438700: 118 122 -4
438800: 109 113 -4
438900: 127 119 8
439000: 124 146 -22
439100: 113 136 -23
439200: 130 135 -5
439300: 123 110 13
439400: 122 128 -6
439500: 116 128 -12
439600: 124 152 -28
439700: 127 134 -7
439800: 115 130 -15
439900: 135 146 -11
440000: 120 106 14
440100: 118 142 -24
440200: 134 120 14
440300: 119 108 11
440400: 121 136 -15
440500: 140 157 -17
440600: 120 121 -1
440700: 107 118 -11
440800: 130 130 0
440900: 115 129 -14
441000: 119 132 -13
441100: 127 132 -5
441200: 145 123 22
441300: 126 146 -20
441400: 106 134 -28
441500: 128 134 -6
441600: 122 124 -2
441700: 130 148 -18
441800: 117 143 -26
441900: 139 141 -2
442000: 125 109 16
442100: 106 126 -20
442200: 112 128 -16
442300: 123 148 -25
442400: 111 150 -39
442500: 123 117 6
442600: 149 145 4
442700: 118 142 -24
442800: 127 120 7
442900: 126 134 -8
443000: 130 129 1
443100: 120 136 -16
443200: 141 152 -11
443300: 127 136 -9
443400: 152 164 -12
443500: 119 132 -13
443600: 136 141 -5
443700: 123 146 -23
443800: 133 144 -11
443900: 143 158 -15
444000: 145 158 -13
444100: 127 128 -1
444200: 127 129 -2
444300: 141 158 -17
444400: 133 116 17
444500: 125 122 3
444600: 127 138 -11
444700: 125 149 -24
444800: 128 150 -22
444900: 133 162 -29
445000: 112 127 -15
445100: 127 124 3
445200: 126 124 2
445300: 125 131 -6
445400: 141 143 -2
445500: 133 140 -7
445600: 136 152 -16
445700: 129 138 -9
445800: 132 141 -9
445900: 126 124 2
446000: 144 143 1
446100: 118 118 0
446200: 135 150 -15
446300: 128 125 3
446400: 137 148 -11
446500: 145 161 -16
446600: 124 135 -11
446700: 111 108 3
446800: 132 118 14
446900: 132 166 -34
447000: 115 124 -9
447100: 123 115 8
447200: 126 121 5
447300: 108 139 -31
447400: 110 145 -35
447500: 122 137 -15
447600: 128 142 -14
447700: 123 119 4
447800: 129 143 -14
447900: 125 142 -17
448000: 125 127 -2
448100: 149 144 5
448200: 132 131 1
448300: 117 129 -12
448400: 118 139 -21
448500: 124 128 -4
448600: 132 126 6
448700: 141 128 13
448800: 138 145 -7
448900: 144 118 26
449000: 135 124 11
449100: 119 131 -12
449200: 151 162 -11
449300: 124 122 2
449400: 115 101 14
449500: 138 106 32
449600: 138 139 -1
449700: 129 128 1
449800: 137 130 7
449900: 129 106 23
450000: 124 116 8
450100: 113 117 -4
450200: 163 121 42
450300: 137 139 -2
450400: 152 141 11
450500: 127 107 20
450600: 136 119 17
450700: 137 119 18
450800: 124 127 -3
450900: 141 131 10
451000: 124 104 20
451100: 135 136 -1
451200: 134 129 5
451300: 135 116 19
451400: 140 141 -1
451500: 137 138 -1
451600: 129 122 7
451700: 141 131 10
451800: 146 122 24
451900: 141 112 29
